issue_number,buggy_generated,fixed_generated,buggy_syntax_valid,fixed_syntax_valid,buggy_execution_status,fixed_execution_status,reconstruction_status,notes,case_dir,issue_id,platform,api_era,bug_summary,fix_summary,pair_similarity,buggy_lines,fixed_lines,provider,model,cached,repair_rounds,input_tokens,output_tokens,source_truncated_fields
229,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 6 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_229,16003,SE,legacy,"Transpiling the whole circuit at once then appending a gate on the transpiled circuit only adds it at the end (after the barrier), not at the intended point before the barrier.","Split the circuit at the barrier into two circuits, transpile each separately, add the desired gate to the first transpiled part, then rejoin them with QuantumCircuit.compose().",0.2826,21,23,anthropic,claude-sonnet-5,False,0,12339,3048,
233,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_233,17957,SE,legacy,"Using num_parameters_settable(), which reflects only the originally settable parameters and does not update after compose(), giving a stale count.","Use the num_parameters property instead, which correctly updates to reflect the combined parameters after compose().",0.9008,22,22,anthropic,claude-sonnet-5,False,0,2382,653,
235,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"QUESTION: truncated for prompt length | BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: The accepted fix is a complete reimplementation in stim rather than a small in-place qiskit patch, so buggy.py (qiskit) and fixed.py (stim) necessarily differ in library/structure; buggy.py's correction circuit is abridged from the fully-enumerated gate sequence in the scraped source since reproduci | pair not structurally plausible (similarity 0.0281)",issue_235,28715,SE,legacy,"The qiskit 5-qubit code encoder used CZ followed by CX (instead of CY) causing an unwanted phase kickback, and the verification loop only tested computational-basis (Z logical) inputs, never the X log","The answer rewrites the check using stim's TableauSimulator with the encoder corrected to use CY instead of CZ*CX, replaces the hard-coded correction gates with a syndrome-indexed lookup table, and ve",0.0281,84,113,anthropic,claude-sonnet-5,False,0,18728,7341,
228,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_228,34876,SE,modern,"Author wanted to apply the non-Pauli-gate operator (1/sqrt2)(X-Z) but only had a plain x(0) gate, not the actual linear combination operator.","Build the linear combination as a SparsePauliOp, confirm it is unitary, and apply it to the circuit via QuantumCircuit.unitary().",0.3632,4,8,anthropic,claude-sonnet-5,False,0,1952,405,
240,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | FIXED CODE: contains prose rather than code | not executed (remote access required or execution disabled); validated statically only,issue_240,28448,SE,legacy,"Using deprecated qiskit.aqua COBYLA optimizer and calling its .optimize method, which no longer exists in qiskit.algorithms",Switch import to qiskit.algorithms.optimizers.COBYLA and use its .minimize method instead of .optimize,0.8098,10,10,anthropic,claude-sonnet-5,False,0,1699,1181,
230,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | pair not structurally plausible (similarity 0.0326),issue_230,17187,SE,legacy,"The Hamiltonian was built by mixing quantum circuits (unitary gates) with an operator concept, only runnable on the unitary_simulator and not on real hardware, since it constructs the Hamiltonian matr","Replace the circuit/unitary-based construction with a proper Pauli-operator Hamiltonian using qiskit.opflow (Z, X, I) and solve for the ground state via VQE with a hardware-compatible backend (QasmSim",0.0326,52,21,anthropic,claude-sonnet-5,False,0,7852,1694,
238,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original question/answer contained only prose and severely mangled, duplicated code fragments with no coherent original circuit; the reconstruction is an illustrative conceptual example rather than a recovery of a specific author-written program. | flagged during reconstruction: Original question/answer contained only prose and severely mangled, duplicated code fragments with no coherent original circuit; the reconstruction is an illustrative conceptual example rather than a recovery of a specific author-written program.",issue_238,6940,SE,legacy,"Computes <A> by treating computational-basis measurement probabilities as if they were already in A's eigenbasis, never diagonalizing A or applying a basis-change unitary before measurement.","Diagonalize A (eigvals, eigvecs = np.linalg.eigh(A)), apply the corresponding unitary to the circuit before measurement, then compute the expectation value as eigvals @ P from the measured probabiliti",0.5862,29,28,anthropic,claude-sonnet-5,False,0,3580,3402,
247,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_247,9217,SE,legacy,"execute() called with the removed 'seed' keyword argument, which no longer exists in the qiskit API (split into seed_simulator/seed_transpiler), causing a TypeError.","Removed the obsolete 'seed' keyword argument from the execute() call (as replicability seeding was not required), leaving only backend and shots.",0.9966,42,42,anthropic,claude-sonnet-5,False,0,3307,1332,
242,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,QUESTION: truncated for prompt length | BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_242,40141,SE,modern,"Noise model and coupling map were passed as kwargs to Aer.get_backend('qasm_simulator', ...), which silently ignores them, so the simulation runs without actual noise injection.","Use AerSimulator(noise_model=noise_model, coupling_map=coupling_map) directly (with a FakeKolkataV2 backend) so the noise model is properly applied during simulation.",0.4905,58,48,anthropic,claude-sonnet-5,False,0,13178,2313,
248,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | not executed (remote access required or execution disabled); validated statically only,issue_248,24206,SE,legacy,"QFT circuit was built with do_swaps=False, producing a bit-reversed statevector that doesn't match np.fft's ordering, making the PSD comparison look wrong.",Set do_swaps=True on the QFT so the output ordering matches the classical FFT convention.,0.9969,30,30,anthropic,claude-sonnet-5,False,0,4321,1401,
252,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_252,14233,SE,legacy,"save_account called without overwrite, causing failure when credentials already exist",pass overwrite=True to IBMQ.save_account to replace existing stored credentials,0.873,2,2,anthropic,claude-sonnet-5,False,0,1512,195,
249,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_249,27940,SE,modern,"Second loop used wrong loop counter (count instead of count1) and double-controlled an already multi-controlled MCPhaseGate by calling .control() again, passing a string bitstring where an int was exp","Fixed the loop counter typo to use count1 and replaced MCPhaseGate+control() with a single PhaseGate(theta).control(num_ctrl_qubits, ctrl_state) call, matching the pattern used for RXGate.",0.8945,29,28,anthropic,claude-sonnet-5,False,0,3830,1199,
254,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 6 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | not executed (remote access required or execution disabled); validated statically only,issue_254,39240,SE,modern,"Mixes removed qiskit.algorithms.VQE import with new qiskit_algorithms.optimizers.COBYLA import, causing ModuleNotFoundError/ImportError under qiskit 1.0",Install qiskit-algorithms package and import VQE from qiskit_algorithms (with Estimator primitive) instead of the removed qiskit.algorithms module,0.7402,14,13,anthropic,claude-sonnet-5,False,0,2213,1460,
261,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | FIXED CODE: 2 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_261,24338,SE,legacy,"Attempting to construct a PauliOp directly from a string raises TypeError since PauliOp expects Pauli objects, not strings","Use Python's eval() on the Hamiltonian string (with X, Y, Z, I imported into scope) to build the PauliSumOp expression",0.6867,8,7,anthropic,claude-sonnet-5,False,0,2242,501,
263,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | unresolved names in buggy.py: QuantumCircuit, Aer | unresolved names in fixed.py: QuantumCircuit, Aer | not executed (remote access required or execution disabled); validated statically only",issue_263,32873,SE,legacy,"The circuit never initializes qubit 0 to an arbitrary state, leaving it in the default |0> state before encoding.","A random 1-qubit statevector is generated with qiskit.quantum_info.random_statevector(2) and applied to qubit 0 via circuit.initialize(sv.data, 0) before the encoding steps.",0.918,53,56,anthropic,claude-sonnet-5,False,0,3986,1655,
257,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 5 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_257,40133,SE,modern,"User transpiled against AerSimulator, whose enormous native basis gate set does not force the circuit into hardware-realistic basis gates, so it appeared ""not decomposed"".","Transpile against a backend with a restricted, realistic basis gate set (e.g. FakeKolkataV2) to actually reduce the circuit to a small basis gate set, while still simulating with AerSimulator.",0.8945,48,49,anthropic,claude-sonnet-5,False,0,8750,2310,
271,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_271,27645,SE,legacy,"Counts are printed in Qiskit's default little-endian bit ordering, making the output appear inconsistent with the expected big-endian state description.",Apply qc.reverse_bits() to the circuit before measurement so the resulting bitstrings are in big-endian order matching the expected state.,0.9137,15,16,anthropic,claude-sonnet-5,False,0,2424,905,
273,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 3 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_273,15623,SE,legacy,"Zero was passed as the initial_state without specifying the number of qubits, so QAOA could not construct a valid initial state",Instantiate Zero with the circuit's qubit count (Zero(n_qubits)) so QAOA receives a properly sized initial state,0.7722,13,13,anthropic,claude-sonnet-5,False,0,2997,1152,
275,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_275,14934,SE,legacy,"Mapping a plain (3x3) Hermitian matrix through FermionicOperator treats it as a Fermionic one-body Hamiltonian, producing 2^n eigenvalues instead of the matrix's own n eigenvalues.","Pad the matrix to (4x4) with a zero row/column and convert it directly to a qubit operator via MatrixOperator/op_converter.to_weighted_pauli_operator, avoiding the Fermionic mapping entirely.",0.401,36,45,anthropic,claude-sonnet-5,False,0,6674,1604,
278,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_278,16905,SE,legacy,The script only prints the final GroundStateEigensolver summary result and has no way to access the raw optimal variational (ansatz) parameters found by VQE.,Access res.raw_result.optimal_parameters and res.raw_result.optimal_point to retrieve and print the current/optimal variational parameters.,0.8382,22,29,anthropic,claude-sonnet-5,False,0,3987,1480,
277,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_277,39364,SE,legacy,"Printing raw M3 quasi-probabilities directly, which can contain small negative values since they are not a true probability distribution.",Convert the quasi-probability M3 result to the nearest true probability distribution via nearest_probability_distribution() before using/printing it.,0.8999,17,18,anthropic,claude-sonnet-5,False,0,2308,1488,
264,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_264,26548,SE,legacy,"rn_su2_5 is called with a non-unit direction vector (1,1,1), producing a non-unitary matrix that circuit.unitary() rejects with ExtensionError","Refactored to rn_su2(theta, n) and used a normalized unit vector n=[1/sqrt(3),1/sqrt(3),1/sqrt(3)] so the resulting SU(2) matrix is unitary",0.5791,19,28,anthropic,claude-sonnet-5,False,0,6912,2238,
280,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_280,28640,SE,legacy,"A single-qubit depolarizing_error is applied to the two-qubit 'cx' gate instead of constructing a proper 2-qubit depolarizing error, so the noise model does not correctly represent depolarizing noise ","Create the depolarizing error with num_qubits=2 and add it to the 'cx' gate via add_all_qubit_quantum_error, giving a correctly sized 2-qubit depolarizing channel for CNOT.",0.731,11,11,anthropic,claude-sonnet-5,False,0,3033,694,
291,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_291,29660,SE,modern,"StateTomography is run on the full 2-qubit circuit instead of restricting to qubit 1, so results describe the whole system rather than the desired subsystem.","Pass measurement_qubits=[1] to StateTomography so tomography is performed only on qubit q1, yielding its reduced density matrix.",0.9671,17,17,anthropic,claude-sonnet-5,False,0,2518,757,
289,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 6 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 12 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_289,40661,SE,modern,"Simulating the full 4-qubit statevector (with entangled ancillas) and printing it directly instead of removing/tracing out the ancilla qubits, so the returned state is not the reduced state of psi.","Use AerSimulator's save_density_matrix on only the psi register to trace out the ancilla, then convert the (here pure) reduced density matrix back to a Statevector with to_statevector().",0.1559,20,17,anthropic,claude-sonnet-5,False,0,4493,2463,
295,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_295,32326,SE,legacy,"Uses deprecated/removed `circuit += oracle` operator to append a QuantumCircuit, which no longer works in current Qiskit Terra.","Replace `circuit += oracle` with `circuit = circuit.compose(oracle)`, the supported method for combining circuits.",0.99,41,41,anthropic,claude-sonnet-5,False,0,3168,1406,
297,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_297,18608,SE,modern,"'a' is set to 4, an invalid value not in the allowed set [2,7,8,11,13] for the N=15 Shor's algorithm circuit, causing c_amod15 to raise ValueError","'a' is set to a valid value (7) from the allowed set [2,7,8,11,13] so the controlled modular multiplication circuit builds correctly",0.8687,47,47,anthropic,claude-sonnet-5,False,0,3821,2277,
302,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original buggy code block in the question was empty (only ""qiskit==1.0.0""), so buggy.py is a conservative placeholder reconstruction rather than a scraped snippet. | flagged during reconstruction: Original buggy code block in the question was empty (only ""qiskit==1.0.0""), so buggy.py is a conservative placeholder reconstruction rather than a scraped snippet.",issue_302,39897,SE,modern,"User had no principled way to pick a low-noise fake backend and simply used an arbitrary FakeBackend without checking readout error, since the scraped question contained no real code (only a version s","Iterate over all FakeBackend classes in qiskit_ibm_runtime.fake_provider, compute each backend's average qubit readout error, filter by minimum qubit count/precision, and select the backend with the l",0.0737,6,46,anthropic,claude-sonnet-5,False,0,3731,1711,
303,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: This case is a conceptual Q&A about parameter ordering semantics rather than a concrete code bug/fix pair; the ""fixed"" code is a suggested workaround pattern, not a direct correction of the original script's logic, so the reconstruction is illustrative rather than exact. | flagged during reconstruction: This case is a conceptual Q&A about parameter ordering semantics rather than a concrete code bug/fix pair; the ""fixed"" code is a suggested workaround pattern, not a direct correction of the original script's logic, so the reconstruction is illustrative rather than exact.",issue_303,32650,SE,modern,"Author assumed assign_parameters binds values in the temporal (circuit-diagram) order of the gates, but Qiskit always sorts parameters alphabetically by name, causing wrong value assignment.","Name parameters with a slice-number prefix (and insert barriers to fix gate ordering) so alphabetical sorting coincides with the intended temporal order, ensuring correct value binding.",0.3204,18,23,anthropic,claude-sonnet-5,False,0,2430,1660,
304,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: contains prose rather than code | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_304,18310,SE,legacy,Code attempts to use a non-existent direct inverse method on an opflow operator instead of computing it via matrix inversion.,"Convert operator to matrix, invert with numpy.linalg.inv, wrap back as MatrixOp, then convert to PauliSumOp via to_pauli_op().",0.2319,5,11,anthropic,claude-sonnet-5,False,0,2265,497,
306,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 5 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_306,32076,SE,legacy,"Code constructs Grover with the oracle and calls a nonexistent `algorithm.run(backend)` method, since Grover no longer has a `run` method in this qiskit.algorithms version.","Build an AmplificationProblem from the oracle, instantiate Grover with quantum_instance=backend, and call `grover.amplify(problem)` instead of `run`.",0.7921,7,8,anthropic,claude-sonnet-5,False,0,3028,511,
309,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,BUGGY CODE: contains prose rather than code | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | pair not structurally plausible (similarity 0.0413),issue_309,24050,SE,legacy,"Author tried to build a gate directly from Hermitian (non-unitary) matrix A via UnitaryGate, which requires a unitary matrix.",Express A as a sum of Pauli tensor terms (Hermitian Hamiltonian) and use qiskit.opflow's exp_i() with PauliTrotterEvolution to build the exponential circuit exp(-iϕA).,0.0413,16,11,anthropic,claude-sonnet-5,False,0,2549,1327,
311,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: Original bug is hardware-backend-specific (ibmq_manhattan job limits); substituted a local simulator per instructions, so IBMQJobManager's real intended use (splitting jobs across an actual IBMQ backend) is only structurally represented, not functionally reproducible locally. | flagged during reconstruction: Original bug is hardware-backend-specific (ibmq_manhattan job limits); substituted a local simulator per instructions, so IBMQJobManager's real intended use (splitting jobs across an actual IBMQ backend) is only structurally represented, not functionally reproducible locally.",issue_311,13681,SE,legacy,"Submitting a single execute() call with thousands of circuits/shots to a backend exceeds its per-job circuit/shot limits, causing the job to be cancelled.",Use IBMQJobManager to automatically split the large circuit list into multiple jobs that fit within backend limits and aggregate the results.,0.6123,14,15,anthropic,claude-sonnet-5,False,0,1894,3701,
315,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_315,39323,SE,modern,"Using BasicProvider's BasicSimulator backend, which does not support parallelism Options fields like max_parallel_threads, causing AttributeError on set_options.","Switch to qiskit_aer's AerSimulator (statevector method), which supports the parallelism Options fields used in set_options.",0.8825,19,19,anthropic,claude-sonnet-5,False,0,2579,709,
305,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_305,41278,SE,modern,Using too few shots (10000) relative to the large observable coefficient (-105.8) causes high variance and apparent disagreement between Estimator and manual simulator calculation of the expectation v,"Increase the number of shots to 1,000,000 (and matching default_shots in the Estimator options) to sufficiently reduce variance so both methods converge to the same near-zero expectation value.",0.9967,43,43,anthropic,claude-sonnet-5,False,0,5094,1377,
316,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original scraped content contains only prose/LaTeX from the question and answer with no actual source code, so the reconstructed scripts are a conservative conceptual approximation rather than a literal recovery of an original program. | flagged during reconstruction: Original scraped content contains only prose/LaTeX from the question and answer with no actual source code, so the reconstructed scripts are a conservative conceptual approximation rather than a literal recovery of an original program.",issue_316,16189,SE,unknown,"Manual algebraic factoring incorrectly applies the T phase to the target qubit regardless of the control qubit's state, contradicting the actual controlled-T operator.","Apply the true controlled-T gate (control on qubit 0) so the phase only kicks back when the control is |1>, leaving |0+> unchanged as expected.",0.4797,12,14,anthropic,claude-sonnet-5,False,0,3686,1918,
321,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 5 duplicate block(s) removed | unresolved names in buggy.py: QuantumRegister, ClassicalRegister, QuantumCircuit, transpile | unresolved names in fixed.py: QuantumRegister, ClassicalRegister, QuantumCircuit | not executed (remote access required or execution disabled); validated statically only",issue_321,37340,SE,modern,"Calling transpile() directly on a StateTomography experiment object with initial_layout instead of passing physical_qubits to the experiment constructor, causing AttributeError since StateTomography h","Pass physical_qubits=[90,94,95] when constructing StateTomography so it internally transpiles onto those qubits, removing the invalid transpile(st, ...) call.",0.8425,20,22,anthropic,claude-sonnet-5,False,0,3746,940,
326,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | unresolved names in buggy.py: QuantumCircuit | unresolved names in fixed.py: QuantumCircuit | not executed (remote access required or execution disabled); validated statically only,issue_326,29418,SE,legacy,"ctrl_state='011' was written assuming big-endian ordering, so the intended control conditions on q1,q2,q3 were reversed",Corrected ctrl_state to '110' to account for Qiskit's little-endian bit ordering of ctrl_state relative to qubit indices,0.6856,7,11,anthropic,claude-sonnet-5,False,0,1950,625,
322,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | model flagged for review: The Stack Exchange answer is purely conceptual (explains why CRY/CRZ gates matter for quantum speedup) and never supplies corrected code; the actual code fix (removing the stray 0,0 arguments) is inferred from the buggy snippet and Qiskit's CRY API rather than stated explicitly in the answer. | flagged during reconstruction: The Stack Exchange answer is purely conceptual (explains why CRY/CRZ gates matter for quantum speedup) and never supplies corrected code; the actual code fix (removing the stray 0,0 arguments) is inferred from the buggy snippet and Qiskit's CRY API rather than stated explicitly in the answer.",issue_322,6686,SE,legacy,"qc.cry() calls pass two extra stray positional arguments (0, 0) before the control/target qubits, giving cry() an invalid signature and causing a TypeError.","Remove the extraneous (0, 0) arguments so cry(theta, control_qubit, target_qubit) matches the correct Qiskit CRY gate signature, matching the CRZ calls.",0.9909,19,19,anthropic,claude-sonnet-5,False,0,3764,2981,
327,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | BUGGY CODE: contains prose rather than code | FIXED CODE: 11 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | unresolved names in buggy.py: tm32 | not executed (remote access required or execution disabled); validated statically only,issue_327,12849,SE,modern,"The circuit composition for 2x mod 21 references an undefined variable tm32 (typo for tm31), causing a NameError.",Corrects the reference to the properly defined tm31 circuit and adds the missing controlled-swap gates needed to complete the 2x mod 21 transformation.,0.8393,33,36,anthropic,claude-sonnet-5,False,0,6670,1667,
317,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | model flagged for review: The original question is a conceptual clarification about ctrl_state semantics rather than a concrete bug report, so the exact intended buggy/fixed code is inferred from fragmentary scraped snippets and may not match the author's literal script. | flagged during reconstruction: The original question is a conceptual clarification about ctrl_state semantics rather than a concrete bug report, so the exact intended buggy/fixed code is inferred from fragmentary scraped snippets and may not match the author's literal script.",issue_317,40405,SE,modern,"Code calls qk.transpile without ever importing a module named qk, causing a NameError; also relied on ambiguous string ctrl_state values.","Import transpile directly from qiskit and use it, and clarify ctrl_state as integer 1 to mean ""apply when control is |1>"" per the explanation.",0.8137,21,23,anthropic,claude-sonnet-5,False,0,2838,1632,
329,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: Source material contains no code at all (only LaTeX/prose math), so no genuine bug/fix pair can be reconstructed; a placeholder Deutsch-Jozsa circuit is provided for context only. | flagged during reconstruction: Source material contains no code at all (only LaTeX/prose math), so no genuine bug/fix pair can be reconstructed; a placeholder Deutsch-Jozsa circuit is provided for context only.",issue_329,10257,SE,legacy,"No actual code bug was reported; the question is a conceptual/mathematical query about state factorization in the Deutsch-Jozsa algorithm derivation, not a Qiskit code defect.","The ""answer"" is a mathematical explanation of the factorization identity, not a code change; buggy.py and fixed.py are therefore identical representative DJ circuits.",0.7538,25,25,anthropic,claude-sonnet-5,False,0,5012,1422,
